Title,BKT_SED29U_Br,BKT_SED29U_C,BKT_SED29U_F,DUS_SED21U_Br,DUS_NOAA_Cr,DUS_SED21U_F,SNB_SED54_Br,SNB_NOAA_C,SNB_SED54_F,LCS_SED11_Br,LCS_NOAA_C,LOS_Mako_PelLL_ICCAT_Br,LOS_NOAA_C,LOS_ICCAT_F,ASN_SED34_Br,ASN_NOAA_C,ASN_SED34_F,SCS_SED34_Br,SCS_NOAA_C,YFT_PelLL_ICCAT_Br,YFT_NOAA_C,YFT_ICCAT_F,BFT_GOMPelLL_ICCAT_Br,BFT_NOAA_C,BFT_ICCAT_F,TUN_PelLL_ICCAT_Br,TUN_NOAA_C,BIL_PelLL_ICCAT_Br,BIL_ICCAT_C,BIL_ICCAT_F,SWO_PelLL_ICCAT_Br,SWO_NOAA_Cr,SWO_ICCAT_F,PCP_SMP_TRWL_Br,PCP_NOAA_C,GAJ_SED33U_Br,GAJ_SED33U_F,GAJ_SED33U_C,COB_SED28_Br,COB_SED28_F,COB_SED28_C,KM_0_SED38_Br,KM_1_SED38_Br,KM_1_SED38_F,KM_1_SED38_C,SM_0_SED28_Br,SM_1_SED28_Br,SM_1_SED28_F,SM_1_SED28_C,RAY_NOAA_C,RAY_SMP_TRWL_Br,Gag_0_SED33U_Br,Gag_3_SED33U_Br,Gag_3_SED33U_F,Gag_3_SED33U_C,RGR_0_SED61_Br,RGR_3_SED61_Br,RGR_3_SED61_F,RGR_3_SED61_C,YEG_0_SED22_Br,YEG_3_SED22_Br,YEG_3_SED22_F,YEG_3_SED22_C,GOL_SED47_Br,GOL_NOAA_C,GOL_SED47_F,DWG_NOAA_Cf,SWG_YMG_SMP_VID_Br,SWG_NOAA_Cf,RSN_0_SED52_Br,RSN_1_SED52_Br,RSN_1_SED52_F,RSN_1_SED52_Cr,RSN_3_SED52_Br,RSN_3_SED52_F,RSN_3_SED52_C,VSN_SED67_Br,VSN_SED67_F,VSN_SED67_C,MSN_SED15AU_Br,MSN_SED15AU_F,MSN_SED15_C,OSN_SMP_TRWL_Br,OSN_NOAA_C,CoP_NOAA_C,ST_NOAA_C,ST_SMP_TRWL_Br,OcP_NOAA_C,OcP_SMP_TRWL_Br,BeP_NOAA_C,BeP_SMP_TRWL_Br,ReP_NOAA_C,ReP_SMP_TRWL_Br,RIF_NOAA_C,RIF_SMP_TRWL_Br,DCIF_NOAA_C,DCIF_SMP_TRWL_Br,RD_DISL_Br,RD_SED49_Cf,BCIF_NOAA_C,BCIF_SMP_TRWL_Br,TLF_SED22_Br,TLF_SED22_F,TLF_SED22_C,GTR_SED43_Br,GTR_SED43_F,GTR_SED43_C,CoOm_NOAA_C,CoOm_SMP_TRWL_Br,ReOm_NOAA_C,SRF_NOAA_C,SHS_NOAA_C,SHS_SMP_TRWL_Br,MEN_0_SED63_Br,MEN_1_SED63_Br,MEN_1_SED63_F,MEN_1_SED63_Cr,MEN_2_SED63_Br,MEN_2_SED63_F,MEN_2_SED63_C,MEN_3_SED63_Br,MEN_3_SED63_F,MEN_3_SED63_Cr,MEN_4_SED63_Br,MEN_4_SED63_F,MEN_4_SED63_Cr,ASK_SMP_TRWL_Br,MUL_NOAA_Cf,BUT_SMP_TRWL_Br,CEP_SMP_TRWL_Br,PSHR_SEFSC_2018_Br,PSHR_SEFSC_2018_F,PSHR_SEFSC_2018_C,BSHR_SEFSC_2018_Br,BSHR_SEFSC_2018_F,BSHR_SEFSC_2018_C,WSHR_SEFSC_2018_Br,WSHR_SEFSC_2018_F,WSHR_SEFSC_2018_C,CRB_SMP_TRWL_Br,CRB_GDAR_F,CRB_NOAA_C,MEP_SMP_TRWL_Br,MEP_NOAA_C,Comm_Dredge_Dig_E,Comm_Handline_E,Comm_Longline_Fish_E,Comm_Longline_Pelagic_E,Comm_Longline_Shark_E,Comm_Nets_E,Comm_Other_E,Comm_Pots_Traps_E,Comm_Purse_Menhaden_E,Comm_Purse_Other_E,Comm_Trawl_Bottom_Other_E,Comm_Trawl_Bottom_Shrimp_E,Rec_Headboat_E,Rec_Shore_E,Rec_Charterboat_E,Rec_Private_E
1990,1.018263,0.003180572,0.011,1.398737,0.000205897,0.107,1.297777,1.69E-05,0.406,0.9906899,0.000231572,1.24,3.36E-05,0.102,1.11697,0.001883015,0.459,0.9746894,0.000135727,0,0.01165658,0.271,0,0.000320605,0.168,0,0.000629724,0,0.000287097,0.528,0,0.001632258,0.162,0.002293129,0.02378995,0.7857652,0.2515238,0.002700102,0.8556688,0.2430943,0.002064158,1.332479,0.6658557,0.06474783,0.005283816,1.293615,0.8219545,0.1552937,0.00701805,0.001463805,0.004357198,0.6238515,0.8390553,0.2530937,0.004629589,0.9325192,0.7843329,0.2007842,0.009677472,0.85467,0.8685724,0.05993195,0.001282831,0.02383475,1.47E-05,0.173,0.000990895,0,0.003001403,0.9168034,0.8053236,0.06372925,0.000761132,0.3657891,0.2501996,0.006331405,1.1751,0.09185533,0.005126768,0.8716877,0.106466,0.001302319,0.01014511,0.002518692,0.02103439,0.02410182,0.03092591,0.000285873,0.01374454,0.001465,0.06134167,0.001227933,0.003066896,0.02071371,0.04497445,0.02683338,0.01733281,0,0.0119021,0.0003942,0.0626943,0.8780461,0.1613231,0.000526419,1.416235,0.1582089,0.007639734,0.001357654,0.03930776,1.89E-05,0.000655207,0.01288379,0.008763498,0,0.8271658,0.2840294,0.9364826,0.6368478,0.6881706,0.7165352,0.3846198,0.5518653,0.06506613,0.5354926,0.4821646,0.0194215,0.004036805,0.04540118,0.02079461,0.0121697,0.7096535,0.1252771,0.01068266,0.5454645,3.311721,0.1512484,0.643903,0.1103912,0.06474138,0.007637447,0.834566,0.0854757,0.01492077,0.02757344,1.176736,1.023777,1.144467,1.089655,0.9514563,0.3422292,2.4,1.857629,0.8972275,2.156667,0.8930348,1.804927,2.154055,1.871586,0.6990444,0.929895
1991,1.010245,0.003446641,0.012,1.346285,0.000159756,0.116,1.202723,0.001255403,0.377,0.9847219,0.000347271,1.21,0.000111781,0.106,1.111529,0.001284131,0.524,0.9274691,4.60E-05,0,0.008317005,0.27,0,0.000383474,0.17,0,0.001123117,0,0.00033871,0.52,0,0.002348387,0.161,0.001556148,0.02785372,1.005643,0.5789555,0.007954215,1.09643,0.2374256,0.002583277,0.989727,0.6886628,0.09198213,0.00776341,1.455558,0.891467,0.1733325,0.008495721,0.000756582,0.008327172,0.969631,0.756223,0.276567,0.004559537,0.9323931,0.7851393,0.2162857,0.01043534,0.8974397,0.8554266,0.05386676,0.001135556,0.06620762,1.17E-06,0.212,0.000607222,0,0.002694264,1.171549,1.076184,0.1043943,0.001666148,0.3807907,0.2299768,0.006058334,1.137196,0.09575103,0.005171819,0.8942155,0.151092,0.001895961,0.01117644,0.003724972,0.01918695,0.03694867,0.03419382,0.000310959,0.01333177,0.001916036,0.06269339,0.000602413,0.003587383,0.02369804,0.05818835,0.03050654,0.05490306,0,0.0156167,0.000324194,0.05203037,0.8173382,0.1031931,0.000313452,1.252073,0.1306334,0.005576939,0.001682826,0.04608898,4.44E-05,0.001085924,0.01626793,0.002923182,0,0.6500226,0.3059427,0.7927064,0.7429774,0.7238457,0.8792803,0.4943581,0.5822163,0.08823,0.3267957,0.5085505,0.01250099,0.004873566,0.04346319,0.009349376,0.01250091,0.6976451,0.1129264,0.009466546,0.6663283,2.297025,0.1281518,0.6367451,0.1155424,0.06700911,0.003886017,1.012864,0.09643071,0.01502475,0.02886986,1.2307,1.031045,1.186265,1.251724,1.094314,0.2991918,2.5,1.984305,0.7525494,2.235,2.032338,2.113805,1.894724,2.834299,0.8033493,1.170935
1992,1.002227,0.003699031,0.009,1.293832,0.000136814,0.124,1.125457,0.001010264,0.382,0.9847219,0.000570051,1.19,0.000209,0.151,1.103959,0.003183848,0.399,0.8590594,0.000185185,0,0.01366221,0.287,0,0.000251477,0.14,0,0.001177123,0,0.000216129,0.619,0,0.002235484,0.173,0.000626606,0.0220013,0.7779209,0.489951,0.005207105,1.161196,0.2839028,0.003271429,1.06186,0.7135271,0.1031048,0.009016368,0.5891278,0.9746751,0.196384,0.010524,0.000728958,0.005641511,0.5509484,0.8490596,0.2507996,0.004642325,0.9308811,0.7774982,0.210585,0.01006141,0.9175916,0.8497959,0.07301161,0.001529015,0.1747881,0,0.073,0.000496234,0,0.002187164,0.7997754,0.9764446,0.08788744,0.001272697,0.500675,0.2967767,0.01027942,1.102604,0.1244011,0.006514906,0.8753657,0.2071363,0.002544435,0.00767825,0.002810722,0.01745483,0.02879095,0.03227153,0.000250127,0.007314276,0.001486048,0.05950478,0.000684871,0.00228925,0.02437351,0.05393945,0.0260767,0.05466071,0,0.02473249,0.000649175,0.05236729,0.8028047,0.104099,0.000310581,1.147015,0.1211555,0.004738316,0.001750488,0.04006952,4.10E-05,0.00091065,0.01623791,0.002454861,0,0.4131987,0.3380462,0.5567738,0.5663581,0.7726451,0.7154461,0.5164278,0.6240982,0.09879906,0.3394957,0.544925,0.0139157,0.002054583,0.04138933,0.009024847,0.007648484,0.8341314,0.08698976,0.00871895,0.6086646,1.98254,0.1010347,0.5972042,0.1290283,0.07018347,0.002060586,1.207837,0.1022047,0.01518376,0.05186118,1.084689,1.040287,1.247135,1.437931,1.256588,0.2545497,2.4,2.116001,0.6500956,2.493333,1.664179,2.258765,2.139845,2.71074,0.796203,1.208041
1993,0.9942093,0.002839347,0.009,1.241379,0.000132636,0.135,1.04827,0.000862691,0.341,0.9787539,0.000337029,1.16,0.000108505,0.201,1.071095,0.003432696,0.346,0.8264202,0.000222392,1.13,0.01009682,0.31,0.48,0.000144405,0.144,0.15,0.002084173,1.5,0.000448387,0.615,0.76,0.001954839,0.196,0.001735174,0.01974787,0.7363341,0.5559444,0.005592611,1.076387,0.2933792,0.003133719,1.377296,0.7331465,0.09623436,0.008646957,0.7787048,0.8323188,0.1716659,0.007855769,0.000560984,0.007731273,0.6539646,0.8418801,0.3341354,0.006132579,0.9316288,0.7743462,0.2250367,0.0107083,1.176646,0.8277364,0.0557581,0.001137379,0.3045551,0,0.089,0.000446204,0.1089744,0.001860741,0.9246927,0.9399646,0.1428141,0.001990826,0.5495052,0.3433111,0.01305096,1.036326,0.1275453,0.006278058,0.8289309,0.165051,0.001919916,0.009293714,0.002964875,0.0188997,0.03002285,0.04199801,0.000334755,0.01549298,0.001231788,0.05423135,0.000815316,0.003435703,0.02564499,0.05273402,0.02776871,0.1280394,0,0.02547796,0.000444482,0.05631501,0.7994691,0.1401016,0.000416258,1.054392,0.125209,0.004501424,0.001924343,0.0460375,3.30E-05,0.001329815,0.01758517,0.006077486,0,0.9505814,0.3339513,1.265366,0.3438584,0.7666408,0.431,0.3332433,0.6189219,0.06322481,0.3066031,0.5404317,0.01246382,0.003382263,0.04728845,0.01677846,0.008648145,0.8347982,0.1360604,0.01364818,0.5176479,2.300533,0.0997088,0.5723101,0.1096478,0.05715553,0.007517206,1.209582,0.09594246,0.02338333,0.05395411,0.938678,1,1,1.434483,1.255201,0.2891206,2.3,2.195857,0.7253028,1.333333,1.895522,2.145968,2.241195,2.506406,1.350039,1.165362
1994,0.9861915,0.002104642,0.008,1.171442,0.000196607,0.151,0.9876519,0.00164737,0.43,0.9787539,0.000491101,1.12,6.11E-05,0.2,1.034245,0.003764593,0.408,0.8094833,0.000320377,1.56,0.006860541,0.348,0.28,0.000123925,0.124,0.29,0.001427262,0.99,0.000280645,0.521,1.98,0.001474194,0.192,0.001156823,0.01920058,0.6110881,0.5223498,0.004360874,1.21453,0.2652202,0.003196519,1.247941,0.7604998,0.1188707,0.01107941,0.3998512,0.7739592,0.1912143,0.008136793,0.000573092,0.00386766,1.007491,0.7702389,0.3044506,0.005112257,0.9254124,0.7693736,0.2015714,0.009530118,1.266696,0.825466,0.07718657,0.001570168,0.4051907,3.66E-07,0.094,0.000366571,1.089744,0.001699705,0.9345176,0.7797294,0.0570648,0.000659877,0.5886624,0.309337,0.0125974,0.9717625,0.1259284,0.005812303,0.813989,0.1181867,0.001349997,0.01121942,0.002769202,0.02290355,0.03703137,0.03558594,0.000472398,0.01017039,0.001247388,0.05690519,0.000543709,0.001990689,0.02286565,0.06358818,0.0345216,0.060295,0,0.02360507,0.000477603,0.05067543,0.7732809,0.1977381,0.000568258,0.9514456,0.1251064,0.004058593,0.002261132,0.04306335,6.30E-05,0.001297479,0.01695586,0.005900575,0,0.8673179,0.3747573,1.295604,0.7957795,0.8237546,1.071757,0.206739,0.6684396,0.04236184,0.2105722,0.5833843,0.009240374,0.003550684,0.04350905,0.01706143,0.007060925,0.8140019,0.1471882,0.0143966,0.5370463,2.189224,0.09844021,0.4951928,0.1491236,0.06725859,0.002610461,1.233612,0.07804881,0.01899364,0.04472093,0.7034599,1.052849,1.311659,1.813793,1.586685,0.2177954,2.2,2.000422,0.7520714,1.933333,0.619403,1.824222,2.227403,2.3919,1.491606,1.209714
1995,0.9821826,0.002516338,0.007,1.11899,0.000196952,0.171,0.9018948,0.002113435,0.422,0.9787539,0.000400858,1.08,0.000142,0.276,0.9719609,0.007815477,0.349,0.7792975,0.000297973,0.83,0.005100102,0.33,0.59,8.53E-05,0.149,0.23,0.001671993,0.92,0.000262258,0.565,0.75,0.002070968,0.221,0.000778772,0.02037053,0.5688249,0.3731608,0.002899899,1.274825,0.1917149,0.002425319,1.643439,0.7731382,0.118264,0.01120603,0.8668082,0.6280036,0.1535047,0.005300278,0.000392874,0.01207752,1.425879,0.7416217,0.3635619,0.005878023,0.9557227,0.786269,0.1913171,0.00924394,1.422425,0.8070071,0.06235567,0.001240105,0.4581568,0,0.073,0.000345545,0.9807692,0.001519366,1.290034,0.8665956,0.03559739,0.000457494,0.5977627,0.2869065,0.01186457,0.8542736,0.1440842,0.005846255,0.8319193,0.1185535,0.001384016,0.01125527,0.002556256,0.01495911,0.03044934,0.04788072,0.000331341,0.01551528,0.001249593,0.06944624,0.000409904,0.003339712,0.02392837,0.05386015,0.02743983,0.04548371,0,0.03708016,0.000335658,0.0522605,0.734638,0.2538648,0.000693097,0.8588607,0.1477441,0.004326582,0.002427795,0.04255705,3.71E-05,0.001531786,0.009290482,0.003477064,0,0.6113352,0.2825,0.6884013,0.6834461,0.6856058,0.7660984,0.3841333,0.5496919,0.0647279,0.1096454,0.4802747,0.003961084,0.007823374,0.03331944,0.00805496,0.00446363,0.9615948,0.1755284,0.02028155,0.5612761,2.39723,0.1126567,0.6677269,0.1185212,0.07208117,0.000553977,1.621949,0.07965177,0.01506173,0.03936815,0.4630777,1.068013,1.429746,1.955172,1.708738,0.1479121,1.75,1.535634,0.6644359,1.306667,0.4179105,1.725023,1.880305,2.271261,1.615064,1.233636
1996,0.9741648,0.002259248,0.009,1.049053,0.000233958,0.196,0.8377784,0.001626876,0.481,0.9787539,0.000634788,1.04,0.000140128,0.352,0.9198026,0.00404085,0.338,0.7646024,0.000259121,1.43,0.006855326,0.335,0.41,7.16E-05,0.151,0.38,0.001450113,1.42,0.000281,0.465,1.43,0.002890323,0.218,0.00128142,0.01584157,0.5993296,0.4892738,0.004006139,1.436985,0.2498071,0.00356221,0.9331495,0.8025681,0.09518109,0.009362135,0.9164535,0.6562271,0.1123143,0.004052322,0.000285251,0.01133134,0.9914312,0.8834206,0.2730377,0.005258484,0.5264825,0.8086007,0.1637647,0.008137413,1.01615,0.8115747,0.03939296,0.000787866,0.4872881,0,0.016,0.000269999,1.198718,0.001482821,0.8995183,1.059832,0.02608952,0.000410066,0.630599,0.2908351,0.0126877,0.7661428,0.1018033,0.003704555,0.8450221,0.1025775,0.001216371,0.00908869,0.00232426,0.01390454,0.02886594,0.04097792,0.00028051,0.01092736,0.001443447,0.05544217,0.000774319,0.001705717,0.01831808,0.04866889,0.02638735,0.1317746,0,0.03472744,0.000334559,0.04753391,0.6849629,0.1210325,0.000308097,0.7734824,0.09044307,0.002385271,0.001928595,0.03251463,5.23E-06,0.001254774,0.01039883,0.005137972,1.470668,1.00123,0.1859564,0.7421455,0.5502669,0.7640589,0.6873945,0.5345846,0.6166978,0.10106,0.2737372,0.538501,0.01108803,0.002820869,0.02559048,0.02538338,0.008839394,1.014507,0.2286973,0.02787904,0.6928581,1.875685,0.1088115,0.6116226,0.09422272,0.05248874,0,1.700403,0.09141668,0.02212776,0.05099156,0.2535502,1.027995,1.669656,1.675862,1.464633,0.03813747,1.191721,1.035379,0.719726,0.8666667,1.206468,1.856628,1.763491,2.230285,1.592233,1.205243
1997,0.9701559,0.002116002,0.008,0.9791161,0.000193683,0.226,0.7829001,0.000879196,0.376,0.9847219,0.000719097,0.99,7.54E-05,0.273,0.8913837,0.002789129,0.354,0.7561405,0.000260414,1.12,0.007759083,0.329,0.65,5.40E-05,0.148,0.22,0.001744328,1.14,0.000293613,0.461,0.95,0.002451613,0.197,0.001193559,0.02738335,0.5127019,0.4125071,0.002889379,1.504829,0.2976591,0.004444968,1.030341,0.8589346,0.09487104,0.009987026,0.7339459,0.7228008,0.1048174,0.004165499,0.000493767,0.00911746,1.350418,0.9926003,0.2762983,0.005978926,1.706471,0.8496827,0.1752366,0.009149844,0.9320615,0.832019,0.05159358,0.001057874,0.5084746,0,0.046,0.000442214,2.070513,0.001751072,0.9772366,1.133682,0.04761871,0.000800607,0.6575243,0.3278333,0.01491241,0.7220418,0.1349257,0.004627235,0.8682396,0.07742256,0.000943306,0.008355369,0.002325248,0.01702994,0.03055095,0.04292378,0.000375958,0.01243767,0.001248351,0.03593062,0.000823497,0.001638211,0.02061543,0.04857684,0.02983405,0.1094587,0,0.03598639,0.000227512,0.05550575,0.7188828,0.1847128,0.000493484,0.7563267,0.08271454,0.002133061,0.002412172,0.04288163,1.44E-05,0.000905086,0.01238135,0.01896844,0.5902683,0.9217398,0.1809214,0.6647252,1.022234,0.7515801,1.256121,0.33389,0.6059666,0.06202152,0.3179606,0.5291827,0.01265648,0.002687381,0.02900711,0.01199796,0.00636829,0.7732808,0.196475,0.01825602,0.6275544,1.845557,0.0969727,0.5466117,0.1149572,0.05723244,0.00305934,1.428884,0.09388433,0.01554563,0.05955398,0.2052672,1.052131,1.5142,1.668965,1.460472,0.02057624,1.023965,0.7834766,0.6854684,0.7866667,1.5,2.159622,1.734236,2.434443,1.76151,1.314015
1998,0.966147,0.002871122,0.009,0.9091792,0.000141535,0.256,0.7448077,0.00102648,0.36,0.9847219,0.000429703,0.95,0.000145,0.289,0.8631274,0.00489525,0.414,0.7585643,0.000214391,1.27,0.00567147,0.351,0.39,4.30E-05,0.151,1.34,0.002206039,0.69,0.000167742,0.564,0.71,0.002041935,0.185,0.000622292,0.01450059,0.5133336,0.3348762,0.002348509,1.246858,0.2043158,0.002528026,1.350124,0.8905994,0.08589428,0.009375384,1.381941,0.7423303,0.09307093,0.003798622,0.000263656,0.02025269,1.947298,1.027808,0.3554625,0.007964829,0.4386736,0.9181971,0.138582,0.007819425,1.054017,0.8392131,0.04846469,0.001002312,0.5720339,0,0.049,0.000424149,0,0.001459662,0.64006,0.9228867,0.02721107,0.00037243,0.7114519,0.2762226,0.01359526,0.6691331,0.1019854,0.003241268,0.8795035,0.08733246,0.001077852,0.009939747,0.002423695,0.0147708,0.02578726,0.03333791,0.000291037,0.006107933,0.001161126,0.03030647,0.00049945,0.001249153,0.01629513,0.03689627,0.02692069,0.1019985,0,0.02332111,0.000209329,0.04203718,0.7134862,0.1639684,0.000434774,0.7579855,0.07967929,0.002059294,0.003028213,0.03770056,1.03E-05,0.001207643,0.01138296,0.005026554,0.8904047,0.7468391,0.1527031,0.4545887,0.9469709,0.6753854,1.045669,0.6478884,0.5410413,0.1074536,0.2220436,0.4727497,0.007895932,0.004358602,0.0259076,0.01035697,0.005685162,0.7950809,0.2581608,0.02466398,0.5136949,2.702581,0.1162398,0.6571475,0.1341402,0.08028764,0.001536481,1.499122,0.09897735,0.01533301,0.06029769,0.2166279,1.082548,1.378176,1.589655,1.38835,0.01525137,0.9433551,0.8017557,0.652167,0.8266667,2,2.181046,1.60363,2.250216,1.631967,1.152209
1999,0.9621381,0.002633325,0.004,0.8217582,0.000194219,0.28,0.7073442,0.000782818,0.351,0.9906899,0.000441527,0.91,5.91E-05,0.235,0.8416921,0.002079586,0.419,0.7695011,0.000122563,1.2,0.008022097,0.337,1.32,0.000116201,0.157,0.5,0.0016908,1.76,0.000487097,0.549,0.7,0.001871129,0.174,0.001938991,0.01347176,0.5975006,0.3052616,0.002491832,1.167863,0.2560604,0.002967542,1.185211,0.910649,0.0759178,0.008472997,0.9024552,0.892882,0.1103006,0.005414854,0.000359006,0.01558381,1.144648,1.277297,0.2791369,0.007772838,0.4336796,0.9763771,0.2034932,0.01220955,1.171734,0.8504706,0.06814295,0.001428188,0.7415254,3.66E-08,0.025,0.000650384,0,0.001252691,1.102071,0.8091981,0.02805362,0.000336662,0.7541624,0.2555675,0.01333378,0.6305677,0.1447403,0.004334965,0.8824918,0.08479162,0.001050048,0.008916594,0.002035627,0.0218424,0.03540707,0.04082809,0.00038376,0.01371337,0.001556432,0.02793336,0.000250776,0.002212563,0.0181878,0.04127399,0.03062976,0.05115055,0,0.0259837,0.000186142,0.04125216,0.7402366,0.1991426,0.000547839,0.7833343,0.07617736,0.002034628,0.002098947,0.0322305,7.28E-06,0.000887379,0.01107306,0.007572135,0.530241,1.219022,0.2035159,0.9889029,0.7941748,0.8051689,1.045464,0.7632175,0.6522573,0.1526011,0.4787838,0.569355,0.02050484,0.005091013,0.03170866,0.01580152,0.005716065,0.719896,0.1335475,0.01155226,0.6759292,2.106678,0.1192257,0.606162,0.1456487,0.08041228,0.003156387,1.816359,0.1009399,0.0121315,0.04662145,0.2397366,1.142844,1.464126,1.765517,1.542302,0.01571244,0.7559913,0.9248635,0.6604525,0.8666667,1.8,1.79387,1.026875,1.941148,1.584989,1.172847
2000,0.9581292,0.003316513,0.008,0.7518213,0.000137821,0.28,0.6685835,0.00124251,0.177,0.9906899,0.000429827,0.88,4.84E-05,0.199,0.8425043,0.007032175,0.379,0.773477,0.000311903,1.04,0.006391133,0.321,1.34,0.000105968,0.162,0.28,0.000599164,1.43,0.000316,0.638,1.16,0.002041581,0.167,0.002565531,0.01157888,0.6795227,0.323734,0.003005388,1.102978,0.2401258,0.002628259,1.257476,0.9417683,0.08724857,0.01007035,1.04257,0.9045143,0.1195184,0.005943813,0.000356091,0.007340464,1.105865,1.415863,0.3346936,0.01033092,3.544696,0.9246466,0.2031791,0.01154481,0.9358538,0.8480002,0.07679685,0.001604887,1.014301,0,0.089,0.00058305,0,0.001036322,1.098305,0.8267788,0.01159794,0.000142207,0.7988032,0.2619357,0.01447496,0.6378648,0.09602243,0.002909148,0.9130653,0.06338746,0.000812177,0.01078396,0.002552109,0.01370425,0.03815865,0.02138194,0.000429319,0.003786699,0.00181077,0.03483089,0.000403545,0.00132608,0.01782093,0.04511333,0.03325257,0.0365836,0,0.03899388,0.000138084,0.03565722,0.7622118,0.2476532,0.000701516,0.8266486,0.05954354,0.001678292,0.003445469,0.03605995,1.51E-06,0.001077648,0.01071214,0.003688566,0.840382,1.042333,0.1355439,0.563158,1.217487,0.6233563,1.240813,0.41327,0.4972696,0.06299645,0.4051161,0.4346528,0.01324512,0.008513169,0.02865261,0.002228787,0.004196672,0.7503136,0.1175642,0.01059936,0.689695,2.452784,0.1416404,0.6823639,0.1653098,0.1027405,0,1.995387,0.1009009,0.007144426,0.03778892,0.2314743,1.128129,1.399103,1.82069,1.590846,0.01864609,0.6993464,0.9741614,0.665392,0.84,1.6,1.84331,1.342,2.780328,1.466514,1.511254
2001,0.9581292,0.00219255,0.005,0.6818844,0.000125561,0.247,0.6453702,0.001435338,0.218,0.9966579,0.000506398,0.86,4.18E-05,0.206,0.8233754,0.006704967,0.321,0.7795842,0.000233632,0.72,0.005420624,0.362,0.95,4.83E-05,0.178,0.31,0.00096162,0.49,0.000116677,0.615,1.28,0.001612226,0.142,0.002051,0.01300243,0.8315331,0.286823,0.00325838,1.004218,0.2628486,0.002619365,1.900056,0.9566792,0.08644445,0.01013551,0.9939731,0.9389991,0.1636194,0.008447241,0.000285352,0.009476261,1.754931,1.277164,0.3749896,0.01044086,0.4397771,1.006639,0.1691327,0.01046245,0.8799794,0.8362281,0.05531148,0.001139843,1.181144,0,0.081,0.000584908,0,0.001299128,0.7819608,1.115981,0.01669185,0.000276256,0.778151,0.2738558,0.01474242,0.6873503,0.1402432,0.004578513,0.9661665,0.05525601,0.000749165,0.009398376,0.002858923,0.01365375,0.03248106,0.02829536,0.000291572,0.0101189,0.002113522,0.04087846,0.000384053,0.001754672,0.0196749,0.04329346,0.0309943,0.09593407,0,0.03519143,0.000206359,0.06393585,0.7626656,0.2500211,0.000708645,0.8795057,0.06738777,0.002020839,0.002770635,0.0327764,1.37E-05,0.000865412,0.01203707,0.008253097,0.7503411,0.8365987,0.1253804,0.41811,1.131357,0.5902944,1.091878,1.132111,0.4696774,0.1629967,0.385353,0.4106192,0.01190233,0.003987908,0.0280232,0.009938818,0.006924299,0.7557585,0.152409,0.01384061,0.6982596,2.22427,0.1300395,0.6276221,0.1366628,0.07812241,0.009887576,1.572876,0.07981863,0.01510323,0.03950601,0.2463207,1.098609,1.423767,1.355172,1.185853,0.02014682,0.6993464,0.98465,0.6383047,1.4,1.791045,1.997964,1.303132,3.206177,1.340721,1.593519
2002,0.9581292,0.001907806,0.005,0.6294318,0.000135566,0.195,0.6197591,0.001622015,0.188,0.9966579,0.000556367,0.83,2.59E-05,0.234,0.8147135,0.004184994,0.292,0.7892194,0.000355021,0.71,0.006593411,0.306,1.35,8.34E-05,0.235,0.09,0.000712844,0.62,0.000187645,0.676,1.68,0.0018,0.132,0.002077216,0.01182298,1.014533,0.3385942,0.004693036,1.032979,0.2068828,0.002120695,1.370206,0.9818498,0.06021226,0.007245568,0.8942293,0.9287153,0.1328593,0.006784057,0.000362826,0.009480697,1.553239,1.318601,0.359104,0.01032296,0.4614837,1.079173,0.1569466,0.01040819,0.8100808,0.8425871,0.05540637,0.001150481,1.273835,0,0.065,0.000658983,1.416667,0.001520071,0.9548447,0.979463,0.02266795,0.000329269,0.8044496,0.2940007,0.01636176,0.7117236,0.1411783,0.004772477,1.027084,0.07573657,0.001091584,0.01161386,0.002740441,0.01588608,0.0293562,0.02897937,0.000397962,0.007360193,0.001348432,0.03006062,0.000253693,0.001655921,0.0174635,0.04467167,0.02967822,0.05953271,0,0.03116058,0.000252354,0.03930511,0.7611069,0.2798312,0.000791516,0.9009364,0.08950786,0.002749586,0.002870479,0.03425146,8.20E-06,0.001078387,0.01129263,0.002825761,0.4802183,0.9308004,0.1598562,0.5931026,0.9190041,0.6957539,1.045391,1.143797,0.5582986,0.1957517,1.018561,0.4877591,0.03737026,0.004239053,0.02219922,0.006143206,0.005026427,0.6939999,0.1834569,0.01529872,0.5252762,2.464732,0.1083997,0.5202291,0.1647428,0.07805992,0.001728874,1.844064,0.09657374,0.01110964,0.0365893,0.3017041,1.118798,1.446936,2.044828,1.786408,0.01887662,0.7712418,0.9472681,0.6161568,1.413333,1.141791,2.361886,1.342418,2.383031,1.380064,1.498693
